issue_year,issue_no,ordinal,period_from,period_to,topic,crops,body,source_file
2023,20,7,2023-05-15,2023-05-21,무논점파 재배기술,,"❍ 작업체계도
❍ 품종은 도복에 강한 지역적응성 품종을 선택하여 재배함
❍ 안전한 입모수 확보와 출아소요 일수를 감안할 때 초기 생육을 유도하기 위해서 평균온도 15℃ 이상인 시기에 파종함
❍ 초기제초제 살포는 경운작업하고 흙앙금을 가라앉힌 후 살포(유제, 유현탁제 등)하며 5일간 담수를 유지함
❍ 종자는 10a에 4~6㎏을 준비하고 30℃에서 48시간 소독함
- 자가 채종 종자는 반드시 까락을 제거해야 함
❍ 토양에 따라 1~2일 전 배수 후 종자 싹을 1~2㎜ 틔워서 7~10립 파종함
❍ 파종 후 3~4일까지 배수상태 유지, 이후 파종 후 10일까지 종자가 마르거나 논바닥에 실금 생길 때 1~2회 물대기로 입모 촉진
❍ 파종 10일 후 담수 실시하고 생육에 따라 12~15일째 중기제초제 살포 후 5일간 5㎝로 담수하고 기간을 반드시 준수함
- 물 부족 시 계속 보충하여 토양표면에 코팅이 잘 될 수 있도록 관리함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,8,2023-05-15,2023-05-21,드론직파 재배기술,벼,"❍ 작업체계도
❍ 품종은 직파에 알맞은 품종 중 지역적응성 품종을 선택하여 재배함
❍ 잡초성 벼(앵미) 발생이 없으며 물관리가 쉽고 단지화할 수 있는 보통 논으로 드론 운전에 지장이 없는 논 선정
❍ 파종시기는 일평균 기온이 17∼18℃ 이상 되면 파종이 가능
- 지역별 파종적기는 내륙평야지 기준에서 볼 때 중부는 5월 18일∼25일, 남부는 5월 16일∼ 31일경임
❍ 종자는 10a에 3~4㎏(코팅 종자 5kg)을 준비, 까락제거 및 종자소독 추진
❍ 파종 전 10일경, 파종 전 5일경, 파종당일 로터리·정지 작업 후 1㎜이내 싹틔운 종자를 수심 2∼3cm 깊이에 바람 없는 날 파종
❍ 파종 후 3~10일 물 걸러대기, 파종 후 10일~최고분얼기 담수(5㎝)
❍ 중기제초제는 파종 후 12~13일째 수심 5㎝에서 드론 살포 후 5일간 담수
- 잡초 다발생 논은 파종 후 25~30일경 배수 후 경엽 제초제 살포",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,9,2023-05-15,2023-05-21,고구마,"고구마,더덕","❍ 비닐멀칭 재배를 하면 보온, 보습, 토양유실 방지, 잡초 발생억제의 효과가 있으며 심는 시기는 5월 상순부터 6월 하순까지 주로 실시
- 작업순서는 70~75㎝ 폭 두둑 짓기, 건전 묘 심기(수평심기), 제초제 살포, 비닐 위에 흙을 덮음
- 수평심기를 실시할 때는 끝순 부분이 땅속에 묻히지 않도록 함
- 삽식(揷植) 후 3~7일 이내 묘를 꺼내주어 고온피해 방지
- 적기재배로 심을 경우 이랑 폭 75㎝에 포기사이 20㎝로 하고(7,100~6,700본/10a) 만기재배는 이랑 폭 70~75㎝에 포기사이 25㎝로 조절(5,300~5,400본/10a)
❍ 고구마 묘는 먼저 자란 것부터 3~4회에 걸쳐 잘라 심음
- 묘 자르기 적기는 8~9마디 이상으로 자란 시기이며 묘를 자를 때에는 묘의 밑동 부분을 5~6㎝(2~3마디) 남겨두고 자름
❍ 삽식 시 주의사항
- 토양 수분 및 토성에 따라 뿌리내림이 다르므로 사질토는 싹을 3~5일 음지에 보관해 묘를 경화시키고 삽식함
- 뿌리내림을 촉진시키고 활착을 좋게 하기 위해서는 잎이 떨어지지 않도록 주의해서 심음
- 묘의 선단 잎 4～6마디부터 덩이뿌리가 될 뿌리가 나타나므로 그 부분이 땅속에 묻히도록 하되 생장점은 땅속에 묻히지 않도록 주의",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,10,2023-05-15,2023-05-21,콩,,"❍ 밭 콩 재배 시 기계로 파종할 경우 종자 크기에 따라 롤러 홈을 조절하여 적정량을 파종함
- 땅이 비옥하여 웃자람이 우려되는 경우 파종시기를 늦춤
- 콩 지대별 파종 시기는 콩 단작의 경우 중북부지역 5월 중순~하순이고 타작물 + 콩 2모작의 경우 중북부지역은 6월 상순~중순, 남부지역은 6월 중순~하순임
❍ 논 콩 재배는 이랑 또는 두둑재배를 하되 도랑배수구 및 암거배수 시설 설치로 습해를 받지 않도록 함
- 경운 시 토양개량제를 동시에 살포하는 것이 좋음
- 파종 깊이는 대립종 3~4㎝, 소립종은 2~3㎝가 적당하며 토양습도에 따라 깊이 조절이 필요함
- 파종 후 3일 이내에 적용 제초제를 처리하여 김매는 노력을 줄임",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,11,2023-05-15,2023-05-21,참깨,참깨,"❍ 재배하고자 하는 품종이 선택되면 파종 전에 입고병 예방을 위해 적용약제 이용 종자 소독을 실시함
❍ 비닐 피복 재배에 적당한 파종 시기는 전남, 경남 지역을 제외하고 그 밖의 지역 5월 상순~6월 상순 사이에 파종함
- 5월 상순부터 중순에는 큰 일교차로 인한 입고병 피해 주의
- 비닐 피복이 끝나면 소독한 종자를 한 구멍에 4~5알씩 파종함
- 3~5일이 지나서 싹이 트면 튼튼한 모 1개만 남기고 완전히 솎아주거나 2~3주씩 남겨두었다가 2차에 1개만 남기고 솎음",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,12,2023-05-15,2023-05-21,수수,수수,"❍ 종자 소요량은 10a에 1~2㎏ 정도이며 소금물로 정선함
❍ 중북부지방의 파종적기는 5월 하순~6월 하순이고 파종 한계기는 6월 하순임
- 포트육묘를 이용하는 이식재배의 경우 5월 상순~중순에 육묘상자에 파종하고 이식 시기는 모가 10~15㎝ 자랐을 때 옮겨 심음
- 직파재배는 점뿌림과 줄뿌림을 이랑너비 60㎝에 포기사이 20㎝로 파종함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,13,2023-05-15,2023-05-21,들깨,들깨,"❍ 노동력 절감을 위해 직파재배를 실시함
- 파종 시기는 중북부 지역이 6월 상순이며 남부지역은 6월 하순임
- 재식거리는 인력파종 시 이랑너비 60㎝에 주간거리 25㎝, 트랙터 줄뿌림의 경우 이랑너비 65㎝로 파종함
❍ 본밭 재배 시기 조절 및 대파작물 이용에 이식재배를 실시함
- 파종 시기는 중북부지역이 5월 중순이며 30~40일 육묘 후 본포에 6월 중순경 정식함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,14,2023-05-15,2023-05-21,노지고추,고추,"❍ 아주심기가 끝난 고추는 가급적 빨리 지주대를 세우고 줄로 단단하게 고정하여 쓰러짐을 방지함
- 120㎝ 이상 지주 사용, 유인은 2~3분지 정도에서 시작하여 자람에 따라 2~3회 더 작업함
❍ 고추 착과 초기에 우박피해로 분지가 심하게 손상되었을 경우 측지를 유인하여 관리하면 어린묘나 노숙묘를 새로 심는 것보다 유리함
- 피해 직후: 세균병+영양제 살포
- 시비(2회): (1회) 6월 중순 이랑시비, (2회) 7월 하순 헛골 시비
- 병해충방제: 6월 15일부터 12일 간격 탄저병+담배나방+영양제 8회 살포
- 우박피해 고추묘는 1차 분지점 이하(1주당 측지가 9개정도)에서 발생하는 모든 측지를 시비나 영양관리를 철저히 하여 생육시킴
❍ 아주심기 25~30일 후 고추포기 사이에 구멍을 뚫어 비료를 주고 흙으로 덮어주면 비료 효과가 높아짐
- 웃거름 주는 시기와 양은 생육상태에 따라 조정을 해주도록 함
- 남부지역 4월 중·하순에 심은 고추 1차 웃거름 주는 시기
❍ 점적관수 시설이 설치된 곳은 800~1,200배액의 물비료를 웃거름
❍ 제초 노력을 줄이기 위해 부직포, 흑색비닐, 볏짚 등으로 고추 헛골 피복
❍ 터널재배 고추는 줄기가 상부 터널에 닿을 때 비닐을 원형으로 구멍을 뚫어 고추 신초가 올라올 수 있도록 함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,15,2023-05-15,2023-05-21,마늘・양파,"마늘,양파","❍ 구비대가 시작되는 시기 전후에 건조하면 수량이 현저히 감소하므로 7∼10일 간격으로 30∼40㎜ 정도씩 2∼3회 물대기를 해주거나 이동식 스프링클러 등을 이용하여 물을 주면 증수 효과가 매우 큼
❍ 물을 너무 많이 주어 토양이 지나치게 습하게 되면 뿌리가 숨을 쉬지 못해 제 기능을 발휘하지 못하여 생육과 구가 비대하는데 장해를 초래함
❍ 적정수분을 유지하기 위해 물을 고랑에 잠길 정도로 준 후 물을 빼지 않고 그냥 두면 멀칭에 의해 수분증발이 억제되어 장기간 너무 습한 상태로 유지되어 습해가 나타남
❍ 물을 줄 때는 분수호스나 스프링클러 등으로 이랑 위로 주는 것이 바람직하며 이러한 관수장치를 하면 물 주는 것뿐 아니라 물비료로 웃거름도 겸하여 줄 수 있으므로 노동력도 절감가능
- 관수장치가 되지 않아 고랑에 물을 대어주는 방법을 이용할 경우는 고랑에 물이 잠긴 상태로 장시간 계속 두지 말고 일찍 물을 빼 주는 것이 좋음
❍ 일시적으로 비가 많이 오거나 며칠 동안 계속해서 비가 오는 경우에도 토양이 너무 습하여 피해를 보는 경우가 많으므로 사전에 배수구 정비를 철저히 해줌
❍ 양파의 경우 꽃대 발생주는 구가 더 이상 크지 않으므로 포기를 뽑아내어 주위 포기들의 비대를 돕도록 함
❍ (마늘) 토양수분 부족으로 양․수분 흡수장해, 잎끝마름 증상 발생
❍ (양파) 25℃ 이상의 고온에 생육 저하, 고온 지속 시 생육정지
❍ 노균병 발생에 미치는 가장 중요한 환경조건은 병원균의 밀도와 습도 및 온도임
❍ 질소질 과용에 의해 식물체가 연약하게 자란 포장이나 배수가 불량한 곳에서 발병이 심하며 전년 발병지에서 계속 발병
❍ 주로 잎에서 발생하며, 이른 아침 이슬이 아직 많이 남아 있을 때 자세히 관찰해보면 회색 또는 보라색의 줄무늬 병반에 보드라운 털 같은 병원균의 균사체가 관찰됨
❍ 비가 자주 올 경우 발생이 확대될 수 있으므로 배수구 정비를 잘하고 병 발생이 우려되는 포장은 비오기 전․후 등록농약을 뿌려주고 이어짓기를 하지 말아야 함
❍ 주로 잎에 발생하나 심하면 잎집과 인편에도 발생함
❍ 잎에서는 처음 회백색의 작은 반점이 형성되고, 진전되면 병반주위가 담갈색을 띠고 중앙부위는 적갈색으로 변함
❍ 적갈색의 병반이나 흑갈색의 병반만 형성될 때도 있음
❍ 병반이 상하로 길게 확대되고 심하게 진전되면 그루 전체가 변색되어 말라죽고 검은 곰팡이가 밀생함
❍ 월동 이후 강우 일수가 많고 다습한 환경이 지속되면 심하게 발생하며 병 발생이 심한 포장에서는 인편비대가 불량하여 수량이 크게 감소됨
❍ 배수가 잘되도록 신경 쓰고 발병 직전 또는 발병 초기부터 적정약제를 살포하며 마늘이나 파속 식물은 약제가 부착하기 어려우므로 전착제를 사용함
❍ 재배적인 방법으로 건전종구를 사용하고 퇴비를 충분히 사용하며 균형시비를 하여 식물체가 강건하게 자라도록 함
❍ 마늘 재배 시 생육 후기에 많이 발생함
❍ 수확 후 병든 식물체는 일찍 제거
❍  발병이 많은 곳은 2∼3년 간격으로 돌려짓기를 함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,16,2023-05-15,2023-05-21,배추‧무,"무,배추","❍ 고랭지배추 육묘는 진딧물에 의한 바이러스 전염 및 각종 해충의 피해 경감을 위해 방충망으로 피복, 아주심기 1주일 전부터 순화
- 뿌리혹병 예방을 위해 적용약제를 정식 직전 토양 전면 혼화 처리하거나 아주심기 전 해당약제에 묘를 침지하여 사전 예방함
❍ 노지 봄무 웃거름은 2회로 나누어 1회는 파종 후 20일에 포기사이, 2회는 1회 후 15일에 이랑어깨 부위, 주는 위치는 포기에서 약 15cm 떨어진 곳에 깊이 10cm 정도로 고르게 뿌리고 흙을 덮어줌",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,17,2023-05-15,2023-05-21,우박피해 과원 관리요령,포도,"❍ 우박 피해를 받으면 이후 수세안정을 고려 적당히 과실을 남겨둠
❍ 살균제를 살포하여 상처 부위에 2차 감염이 일어나지 않도록 관리
- 과실이 열과 된 경우 살균제를 1회 추가 살포하여 2차 피해 예방
❍ 피해 정도에 따른 착과량 조절
❍ 수세 회복과 화아형성을 위한 신초 발생 유인
- 새순이 부러진 가지는 수세 회복과 화아형성을 위하여 피해 부위 바로 아랫부분에서 절단하여 새순을 발생시킴
❍ 상처 부위의 병 감염 방지 및 잎의 활력 증진을 위한 관리
- 상처 부위를 통한 2차 감염 피해 예방 위한 살균제 살포
❍ 우박피해 송이는 잿빛곰팡이병 등의 발생원이 되므로 신속히 제거
❍ 잎, 가지 등의 손상 정도에 따른 착과량 조절로 수세 유지
- 우박피해 후 수세 회복을 위해 착과량을 조절하는데, 송이를 일정 수 확보하여 포도나무가 지나치게 생장하는 것을 방지
- 수세가 약한 나무는 송이수를 줄여 새 가지를 충실하게 기름
- 7월 이후 우박피해가 발생하면 피해 정도에 따라 송이 제거, 엽면 시비 등을 처리하여 수세 회복
❍ 가지 및 줄기가 손상된 경우 수세회복과 이듬해 과실 착과를 위해서는 손상된 과실은 제거하고 수피가 손상된 가지와 신초는 갱신
❍ 우박 피해받은 신초 및 가지는 절단하여 새 가지 및 결과지 확보
- 우박피해 신초는 절단 전정하여 새 가지 발생 유도
- 기존 신초를 2∼3cm 남기고 절단할 때 신초 발생이 촉진됨",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,18,2023-05-15,2023-05-21,열매솎기,"배,복숭아,사과","❍ (사과) 만개 2주 후 과일의 정상적인 수정여부가 육안으로 판별되면 솎기를 시작하여 6월 상순 이전 마무리
- 개화기 저온 상습지에서는 적화 시기를 늦추거나 측화를 1~2개 정도 남겨 착과가 확인된 후에 적과 해야 함
- 1차 열매솎기는 중심과를 남기고 측과를 제거하고 과일과 과일 사이의 거리가 대체로 한 뼘(약20cm) 정도 되도록 실시
- 2차 열매솎기는 나무 전체 엽수에 대한 착과수를 산출하여 실시
- 3차 열매솎기는 상품과 및 수량성을 전제로 엽과비 기준 실시
❍ (배) 생리적 낙과가 지나고 착과가 안정되면 가급적 빨리 실시
- 1차 열매솎음은 꽃이 떨어진 다음 1주일 후에 하고, 2차 솎기는 1차 열매솎음 후 7∼10일 사이나 봉지 씌우기와 함께 실시
❍ (복숭아) 예비솎기는 만개 후 2∼3주, 본 솎기는 만개 후 40일 전후, 마무리솎기는 만개 후 60일 이후 순으로 나누어 실시
- 예비 열매솎기는 화분이 있는 품종은 빠를수록 좋지만 화분이 없는 품종은 만개 3주 후에 실시하며 남겨야 할 과일수는 최종 남길 과일의 2∼3배를 남기고 열매솎기를 실시
- 본 열매솎기는 만개 후 40일 전후에 봉지 씌우기 전 최종 솎기의 성격을 가지며 적정수세인 경우 장과지는 2∼3과, 중과지는 1∼1.5과, 단과지는 1과를 착과시켜 가지간의 균형을 유지",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
